Style,Variant Code,total_quantity,reorder_threshold,reorder_quantity,reorder_value,tier
HUNTLEY,990.L,0.0,100,100.0,19999.0,okay
ZIARA,990.L,0.0,100,100.0,19999.0,okay
LEYLAND CARDHOLDER,990.NS,47.0,300,253.0,19987.0,doing_good
BERTA,990.XL.,0.0,100,100.0,19900.0,okay
JACKY,990.XL.,0.0,100,100.0,19900.0,okay
ARLENE,633.06,0.0,100,100.0,19900.0,okay
FOSTER,990M,0.0,100,100.0,19899.0,okay
VALENCIA LARGE WRISTLET,520NS,52.0,300,248.0,19837.52,doing_good
CELINA MEDIUM BI-FOLD WALLET,830.NS,49.0,300,251.0,19829.0,doing_good
MILLIE,998.L,1.0,100,99.0,19799.010000000002,okay
CAMMIE,990.M,1.0,100,99.0,19799.010000000002,okay
HUNTLEY,870.L.,1.0,100,99.0,19799.010000000002,okay
LEIGHTON,990XL,1.0,100,99.0,19799.010000000002,okay
HUNTLEY,870.3XL.,1.0,100,99.0,19799.010000000002,okay
ENYA,350.2XL,1.0,100,99.0,19799.010000000002,okay
HUNTLEY,870.M.,1.0,100,99.0,19799.010000000002,okay
ZACK,990XS,1.0,100,99.0,19799.010000000002,okay
HUNTLEY,990.M,1.0,100,99.0,19799.010000000002,okay
KAYDEN,350.3XL,1.0,100,99.0,19799.010000000002,okay
HAWKE,990.3XL,1.0,100,99.0,19799.010000000002,okay
ZIARA,990.3XS,1.0,100,99.0,19799.010000000002,okay
HUNTLEY,870.XS,1.0,100,99.0,19799.010000000002,okay
HUNTLEY,990.3XL.,1.0,100,99.0,19799.010000000002,okay
ATHENA,116.XL,1.0,100,99.0,19799.010000000002,okay
HAWKE,870.3XL,1.0,100,99.0,19799.010000000002,okay
ATHENA,116.M,1.0,100,99.0,19799.010000000002,okay
ATHENA,116.3XS,1.0,100,99.0,19799.010000000002,okay
ATHENA,990.M,1.0,100,99.0,19799.010000000002,okay
ZIARA,723.M.,1.0,100,99.0,19799.010000000002,okay
ZIARA,723.XS.,1.0,100,99.0,19799.010000000002,okay
GRANT,916.2XL,1.0,100,99.0,19799.010000000002,okay
ZIARA,723.3XS.,1.0,100,99.0,19799.010000000002,okay
ZIARA,990.2XL,1.0,100,99.0,19799.010000000002,okay
KASPER,990.2XL,1.0,100,99.0,19799.010000000002,okay
KASPER,902.XS,1.0,100,99.0,19799.010000000002,okay
KEVYN,990.XL,1.0,100,99.0,19799.010000000002,okay
ZIARA,990.XS,1.0,100,99.0,19799.010000000002,okay
ZIARA,990.2XS,1.0,100,99.0,19799.010000000002,okay
LEIGHTON,890XS,1.0,100,99.0,19799.010000000002,okay
KAYDEN,916.M,1.0,100,99.0,19799.010000000002,okay
MILLIE,998.S,1.0,100,99.0,19799.010000000002,okay
SAMARA,953.2XS,1.0,100,99.0,19799.010000000002,okay
LEIGHTON,990XS,1.0,100,99.0,19799.010000000002,okay
PHOENIX,990.M,1.0,100,99.0,19799.010000000002,okay
ANGE,815.3XS,1.0,100,99.0,19799.010000000002,okay
IANA,990.3XS,1.0,100,99.0,19799.010000000002,okay
RALPH,990.S.,1.0,100,99.0,19799.010000000002,okay
ENYA,990.XL,1.0,100,99.0,19799.010000000002,okay
IANA,990.2XS,1.0,100,99.0,19799.010000000002,okay
ALAY,990.XS,1.0,100,99.0,19799.010000000002,okay
LEIGHTON,990L,1.0,100,99.0,19799.010000000002,okay
LYNDEN,990.M,1.0,100,99.0,19799.010000000002,okay
RUTGER,632.XL.,1.0,100,99.0,19799.010000000002,okay
ENYA,990.XS,1.0,100,99.0,19799.010000000002,okay
RUTGER,470.XL,1.0,100,99.0,19799.010000000002,okay
CAMMIE,990.2XS,1.0,100,99.0,19799.010000000002,okay
LEYLAND CARDHOLDER,822.NS,50.0,300,250.0,19750.0,doing_good
LEYLAND CARDHOLDER,905.NS,50.0,300,250.0,19750.0,doing_good
RHETT,990.XL.,1.0,100,99.0,19701.0,okay
MAURICE,890.3XL.,1.0,100,99.0,19701.0,okay
BOND,990.S,1.0,100,99.0,19701.0,okay
HARLYN,990.XL,1.0,100,99.0,19701.0,okay
ISLA,460.S.,1.0,100,99.0,19701.0,okay
MAURICE,890.S.,1.0,100,99.0,19701.0,okay
JACKY,990.L.,1.0,100,99.0,19701.0,okay
HANELL,622.XL,1.0,100,99.0,19701.0,okay
JACKY,670.S.,1.0,100,99.0,19701.0,okay
JACKY,990.2XS.,1.0,100,99.0,19701.0,okay
TESSA,553.10,1.0,100,99.0,19701.0,okay
TESSA,553.04,1.0,100,99.0,19701.0,okay
ARLENE,633.00,1.0,100,99.0,19701.0,okay
REDFORD,870.3XL,1.0,100,99.0,19701.0,okay
TESSA,553.00,1.0,100,99.0,19701.0,okay
ARLENE,990.00,1.0,100,99.0,19701.0,okay
JACKY,990.2XL.,1.0,100,99.0,19701.0,okay
MAURICE,890.L.,1.0,100,99.0,19701.0,okay
RHETT,990.XS.,1.0,100,99.0,19701.0,okay
ISLA,460.2XL.,1.0,100,99.0,19701.0,okay
ARLENE,990.06,1.0,100,99.0,19701.0,okay
REDFORD,990.L,1.0,100,99.0,19701.0,okay
JACKY,990.M.,1.0,100,99.0,19701.0,okay
BOND,870.S,1.0,100,99.0,19701.0,okay
ARLENE,633.14,1.0,100,99.0,19701.0,okay
ISLA,460.2XS.,1.0,100,99.0,19701.0,okay
HANELL,622.2XL,1.0,100,99.0,19701.0,okay
HANELL,116.XS,1.0,100,99.0,19701.0,okay
HANELL,116.XL,1.0,100,99.0,19701.0,okay
HANELL,116.2XS,1.0,100,99.0,19701.0,okay
HARLYN,990.2XL,1.0,100,99.0,19701.0,okay
HANELL,116.3XS,1.0,100,99.0,19701.0,okay
ARLENE,815.00,1.0,100,99.0,19701.0,okay
HARLYN,730.3XL,1.0,100,99.0,19701.0,okay
HANELL,990.2XL,1.0,100,99.0,19701.0,okay
ISLA,990.2XL.,1.0,100,99.0,19701.0,okay
JEREMY,990.L.,1.0,100,99.0,19700.010000000002,okay
JEREMY,990.2XL.,1.0,100,99.0,19700.010000000002,okay
BOSTON NYLON LAPTOP CASE,940.NS.,0.0,100,100.0,19700.0,okay
TRAVELPRO BACKPACK,990.NS,0.0,100,100.0,19700.0,okay
SHARYN,990.M,0.0,100,100.0,19700.0,okay
BOSTON NYLON LAPTOP CASE,316.NS.,0.0,100,100.0,19700.0,okay
BOSTON NYLON LAPTOP CASE,470.NS.,0.0,100,100.0,19700.0,okay
KASPER,990.3XL,2.0,100,98.0,19599.02,okay
HUNTLEY,990.2XL,2.0,100,98.0,19599.02,okay
TARRANT,990.XL.,2.0,100,98.0,19599.02,okay
RUTGER,632.3XL.,2.0,100,98.0,19599.02,okay
ATHENA,116.2XS,2.0,100,98.0,19599.02,okay
PHOENIX,990.3XL,2.0,100,98.0,19599.02,okay
LEIGHTON,990S,2.0,100,98.0,19599.02,okay
RUTGER,632.2XL.,2.0,100,98.0,19599.02,okay
ENYA,350.XS,2.0,100,98.0,19599.02,okay
ZIARA,990.S,2.0,100,98.0,19599.02,okay
JOSIAN,990.3XS,2.0,100,98.0,19599.02,okay
RUTGER,990.3XL.,2.0,100,98.0,19599.02,okay
ATHENA,116.L,2.0,100,98.0,19599.02,okay
ENYA,990.2XS,2.0,100,98.0,19599.02,okay
PHOENIX,990.XL,2.0,100,98.0,19599.02,okay
ATHENA,531.3XS,2.0,100,98.0,19599.02,okay
KASPER,908.2XL,2.0,100,98.0,19599.02,okay
TARRANT,990.3XL.,2.0,100,98.0,19599.02,okay
ENYA,350.2XS,2.0,100,98.0,19599.02,okay
CAMMIE,990.S,2.0,100,98.0,19599.02,okay
KEVYN,990.XS,2.0,100,98.0,19599.02,okay
CAMMIE,990.XS,2.0,100,98.0,19599.02,okay
CHARMAINE,990.XL,2.0,100,98.0,19599.02,okay
JOSIAN,990.2XS,2.0,100,98.0,19599.02,okay
CELINA PHONE WALLET/CROSSBODY,990NS,56.0,300,244.0,19517.559999999998,doing_good
SHARYN,990.S,1.0,100,99.0,19503.0,okay
SHARYN,990.L,1.0,100,99.0,19503.0,okay
BOND,990.L,2.0,100,98.0,19502.0,okay
REDFORD,990.M,2.0,100,98.0,19502.0,okay
MAURICE,890.M.,2.0,100,98.0,19502.0,okay
REDFORD,870.L,2.0,100,98.0,19502.0,okay
BOND,990.XL,2.0,100,98.0,19502.0,okay
ARLENE,815.06,2.0,100,98.0,19502.0,okay
REDFORD,870.XL,2.0,100,98.0,19502.0,okay
ARLENE,633.04,2.0,100,98.0,19502.0,okay
JACKY,670.XS.,2.0,100,98.0,19502.0,okay
ARLENE,633.12,2.0,100,98.0,19502.0,okay
ARLENE,815.10,2.0,100,98.0,19502.0,okay
ARLENE,633.02,2.0,100,98.0,19502.0,okay
HANELL,116.2XL,2.0,100,98.0,19502.0,okay
KASPER,902.2XL,3.0,100,97.0,19399.030000000002,okay
PHOENIX,990.2XL,3.0,100,97.0,19399.030000000002,okay
PHOENIX,990.S,3.0,100,97.0,19399.030000000002,okay
KASPER,902.3XL,3.0,100,97.0,19399.030000000002,okay
HAWKE,870.2XL,3.0,100,97.0,19399.030000000002,okay
KASPER,908.3XL,3.0,100,97.0,19399.030000000002,okay
ANGE,815.2XS,3.0,100,97.0,19399.030000000002,okay
ATHENA,410.3XS,3.0,100,97.0,19399.030000000002,okay
ZIARA,723.2XS.,3.0,100,97.0,19399.030000000002,okay
ATHENA,531.L,3.0,100,97.0,19399.030000000002,okay
TARRANT,990.XS.,3.0,100,97.0,19399.030000000002,okay
TARRANT,990.S.,3.0,100,97.0,19399.030000000002,okay
GRANT,916.XS,3.0,100,97.0,19399.030000000002,okay
ATHENA,410.S,3.0,100,97.0,19399.030000000002,okay
REDFORD,990.XL,3.0,100,97.0,19303.0,okay
REDFORD,990.3XL,3.0,100,97.0,19303.0,okay
ARLENE,990.08,3.0,100,97.0,19303.0,okay
ARLENE,633.08,3.0,100,97.0,19303.0,okay
MAURICE,890.XL.,3.0,100,97.0,19303.0,okay
ARLENE,990.02,3.0,100,97.0,19303.0,okay
BOND,870.3XL,3.0,100,97.0,19303.0,okay
EMILE CROSSBODY,990.NS,3.0,100,97.0,19303.0,okay
BERTA,990.2XS.,3.0,100,97.0,19303.0,okay
BERTA,990.3XS.,3.0,100,97.0,19303.0,okay
TESSA,553.02,3.0,100,97.0,19303.0,okay
ARLENE,815.12,3.0,100,97.0,19303.0,okay
HARLYN,990.3XL,3.0,100,97.0,19303.0,okay
BERTA,990.2XL.,3.0,100,97.0,19303.0,okay
VICTOR,990.M,-1.0,100,101.0,19188.99,okay
EMMELIE LARGE PHONE WALLET,848.NS,62.0,300,238.0,19037.62,doing_good
HARPER CROSSBODY,112.NS.,8.0,200,192.0,19008.0,making_progress
VICTOR,990.S,0.0,100,100.0,18999.0,okay
KRYSTA LARGE WALLET,401NS,10.0,200,190.0,18998.1,making_progress
VALENCIA LARGE WRISTLET,550.NS,63.0,300,237.0,18957.629999999997,doing_good
CHELSEY BACKPACK,350.NS,9.0,200,191.0,18909.0,making_progress
VICTOR,733.3XL,1.0,100,99.0,18809.010000000002,okay
RORY,990XS,7.0,200,193.0,18721.0,making_progress
CHELSEY BACKPACK,423.NS,11.0,200,189.0,18711.0,making_progress
SIGNY WALLET,669.NS,33.0,300,267.0,18687.329999999998,doing_good
CELINA MEDIUM BI-FOLD WALLET,990NS,64.0,300,236.0,18644.0,doing_good
JOHAN,990.M,8.0,200,192.0,18624.0,making_progress
HENRIQUE,990S,8.0,200,192.0,18624.0,making_progress
JOHAN,990.L,8.0,200,192.0,18624.0,making_progress
HUDSON,870.S,8.0,200,192.0,18624.0,making_progress
LETTA,990XL,8.0,200,192.0,18624.0,making_progress
LETTA,990M,8.0,200,192.0,18624.0,making_progress
JODIE,990.L.,8.0,200,192.0,18624.0,making_progress
VICTOR,990.XL,2.0,100,98.0,18619.02,okay
ARTHUR,931.XS,2.0,100,98.0,18619.02,okay
VICTOR,990.3XL,2.0,100,98.0,18619.02,okay
VICTOR,990.L,2.0,100,98.0,18619.02,okay
VALENCIA LARGE WRISTLET,440NS,68.0,300,232.0,18557.68,doing_good
HENRIQUE,990XL,9.0,200,191.0,18527.0,making_progress
HUDSON,870.L,9.0,200,191.0,18527.0,making_progress
HERA LARGE WALLET,929.NS,13.0,200,187.0,18513.0,making_progress
DUTTON,990.3XL.,2.0,100,98.0,18510.239999999998,okay
DUTTON,620.3XL.,2.0,100,98.0,18510.239999999998,okay
VALENCIA LARGE WRISTLET,990.NS,69.0,300,231.0,18477.69,doing_good
CIANA LARGE WALLET / CROSSBODY,112.NS,32.0,300,268.0,18459.84,doing_good
HUDSON,990.XL,10.0,200,190.0,18430.0,making_progress
JODIE,990.XL.,10.0,200,190.0,18430.0,making_progress
AZRA,919.M.,10.0,200,190.0,18430.0,making_progress
MERRICK,990.S,10.0,200,190.0,18430.0,making_progress
HUDSON,990.L,10.0,200,190.0,18430.0,making_progress
AZRA,919.S.,10.0,200,190.0,18430.0,making_progress
AZRA,919.L.,10.0,200,190.0,18430.0,making_progress
ARTHUR,815.XS,3.0,100,97.0,18429.030000000002,okay
ARTHUR,931.S,3.0,100,97.0,18429.030000000002,okay
HENRIQUE,990M,11.0,200,189.0,18333.0,making_progress
LETTA,990L,11.0,200,189.0,18333.0,making_progress
DUTTON,620.2XL.,3.0,100,97.0,18321.36,okay
KRYSTA LARGE WALLET,550.NS,17.0,200,183.0,18298.17,making_progress
SIGNY WALLET,990.NS,39.0,300,261.0,18267.39,doing_good
CHRISSY,990.XS.,12.0,200,188.0,18236.0,making_progress
LETTA,990S,12.0,200,188.0,18236.0,making_progress
HUDSON,990.S,12.0,200,188.0,18236.0,making_progress
HUDSON,990.M,12.0,200,188.0,18236.0,making_progress
DAPHNE CARDHOLDER,857.NS,32.0,300,268.0,18224.0,doing_good
MERRICK,870.S.,13.0,200,187.0,18139.0,making_progress
HUDSON,870.XL,13.0,200,187.0,18139.0,making_progress
MERRICK,990.L,13.0,200,187.0,18139.0,making_progress
MERRICK,990.M,13.0,200,187.0,18139.0,making_progress
MERRICK,870.XL.,13.0,200,187.0,18139.0,making_progress
CHAZ,990.42,13.0,200,187.0,18139.0,making_progress
CALEB BI-FOLD WALLET,990.NS.,65.0,300,235.0,18095.0,doing_good
DAPHNE CARDHOLDER,929.NS,34.0,300,266.0,18088.0,doing_good
AXTON VERTICAL TRI-FOLD WALLET,990.NS,38.0,300,262.0,18078.0,doing_good
MERRICK,990.XL,14.0,200,186.0,18042.0,making_progress
HENRIQUE,990L,14.0,200,186.0,18042.0,making_progress
DAPHNE CARDHOLDER,585.NS,35.0,300,265.0,18020.0,doing_good
ORIANA,990.38.,18.0,200,182.0,18018.0,making_progress
HERA BI-FOLD CARDHOLDER,441.NS,39.0,300,261.0,18009.0,doing_good
RYSA,639.M,0.0,100,100.0,17999.0,okay
NATALIE,700.L.,0.0,100,100.0,17999.0,okay
ANUSHA,990.14,0.0,100,100.0,17999.0,okay
NATALIE,916.M.,0.0,100,100.0,17999.0,okay
RYSA,340.XS,0.0,100,100.0,17999.0,okay
RYSA,340.3XS,0.0,100,100.0,17999.0,okay
NATALIE,916.S.,0.0,100,100.0,17999.0,okay
RYSA,340.XL,0.0,100,100.0,17999.0,okay
RYSA,340.S,0.0,100,100.0,17999.0,okay
CHRISSY,990.XL.,15.0,200,185.0,17945.0,making_progress
ORIANA,120.38.,19.0,200,181.0,17919.0,making_progress
ROSA SHOULDER BAG,990.NS.,0.0,100,100.0,17900.0,okay
RORY,990S,16.0,200,184.0,17848.0,making_progress
HEIDI CROSSBODY,857.NS.,20.0,200,180.0,17820.0,making_progress
NATALIE,916.2XS.,1.0,100,99.0,17819.010000000002,okay
ELANDRA,622.XL,1.0,100,99.0,17819.010000000002,okay
NATALIE,916.L.,1.0,100,99.0,17819.010000000002,okay
ELANDRA,622.S,1.0,100,99.0,17819.010000000002,okay
NATALIE,700.M.,1.0,100,99.0,17819.010000000002,okay
FELICITE,890.S,1.0,100,99.0,17819.010000000002,okay
NATALIE,700.3XS.,1.0,100,99.0,17819.010000000002,okay
RYSA,639.2XL,1.0,100,99.0,17819.010000000002,okay
SHARRIE,990.M,1.0,100,99.0,17819.010000000002,okay
NATALIE,700.XS.,1.0,100,99.0,17819.010000000002,okay
RYSA,340.2XL,1.0,100,99.0,17819.010000000002,okay
DAPHNE CARDHOLDER,550.NS,38.0,300,262.0,17816.0,doing_good
VALENCIA LARGE WRISTLET,857.NS,78.0,300,222.0,17757.78,doing_good
CHAZ,990.34,17.0,200,183.0,17751.0,making_progress
RORY,990M,17.0,200,183.0,17751.0,making_progress
CHAZ,990.28,17.0,200,183.0,17751.0,making_progress
YORIE,990.00,1.0,100,99.0,17721.0,okay
YORIE,990.10,1.0,100,99.0,17721.0,okay
HERA LARGE WALLET,990.NS,21.0,200,179.0,17721.0,making_progress
SIGNY WALLET,821.NS,47.0,300,253.0,17707.469999999998,doing_good
"BOSTON 20"" CARRY-ON CASE",316.NS.,0.0,100,100.0,17700.0,okay
"BOSTON 20"" CARRY-ON CASE",470.NS.,0.0,100,100.0,17700.0,okay
"BOSTON 20"" CARRY-ON CASE",940.NS.,0.0,100,100.0,17700.0,okay
VALENCIA LARGE WRISTLET,112.NS,79.0,300,221.0,17677.789999999997,doing_good
CHAZ,990.30,18.0,200,182.0,17654.0,making_progress
CHAZ,990.36,18.0,200,182.0,17654.0,making_progress
CHAZ,990.40,18.0,200,182.0,17654.0,making_progress
SHARRIE,815.L,2.0,100,98.0,17639.02,okay
ELANDRA,990.2XL,2.0,100,98.0,17639.02,okay
SHARRIE,815.3XS,2.0,100,98.0,17639.02,okay
SHARRIE,815.XL,2.0,100,98.0,17639.02,okay
ELANDRA,622.2XS,2.0,100,98.0,17639.02,okay
NATALIE,700.S.,2.0,100,98.0,17639.02,okay
FELICITE,890.XS,2.0,100,98.0,17639.02,okay
ANUSHA,990.02,2.0,100,98.0,17639.02,okay
CHAZ,990.38,19.0,200,181.0,17557.0,making_progress
CHAZ,990.32,19.0,200,181.0,17557.0,making_progress
ROSA SHOULDER BAG,823.NS.,2.0,100,98.0,17542.0,okay
YORIE,990.06,2.0,100,98.0,17542.0,okay
ROSELLA CARDHOLDER,890.NS.,39.0,300,261.0,17487.0,doing_good
CALEB BI-FOLD WALLET,870.NS.,73.0,300,227.0,17479.0,doing_good
CHAZ,990.26,20.0,200,180.0,17460.0,making_progress
MERRICK,870.L.,20.0,200,180.0,17460.0,making_progress
MERRICK,870.M.,20.0,200,180.0,17460.0,making_progress
SHARRIE,990.3XS,3.0,100,97.0,17459.030000000002,okay
NATALIE,916.XL.,3.0,100,97.0,17459.030000000002,okay
SHARRIE,990.L,3.0,100,97.0,17459.030000000002,okay
RORY,990XL,21.0,200,179.0,17363.0,making_progress
ROSA SHOULDER BAG,632.NS.,3.0,100,97.0,17363.0,okay
YORIE,990.14,3.0,100,97.0,17363.0,okay
CHRISSY,990.L.,21.0,200,179.0,17363.0,making_progress
JUDEE LARGE WALLET,853.NS,52.0,300,248.0,17357.52,doing_good
JOLIE,932.00.,8.0,200,192.0,17278.079999999998,making_progress
WILL,931.2XL,8.0,200,192.0,17278.079999999998,making_progress
NASH TRI-FOLD WALLET,990.NS.,50.0,300,250.0,17250.0,doing_good
ALEYNA,990.14.,9.0,200,191.0,17188.09,making_progress
JOLIE,932.12.,9.0,200,191.0,17188.09,making_progress
ALEYNA,932.00.,10.0,200,190.0,17098.1,making_progress
ALEYNA,932.14.,11.0,200,189.0,17008.11,making_progress
ALEYNA,990.06.,11.0,200,189.0,17008.11,making_progress
RUBY,549.M.,0.0,100,100.0,16999.0,okay
RUBY,549.L.,0.0,100,100.0,16999.0,okay
AIDA,555.L.,0.0,100,100.0,16999.0,okay
BRETTA,414.2XS,0.0,100,100.0,16999.0,okay
ZIA,127.3XS.,0.0,100,100.0,16999.0,okay
RUBY,549.S.,0.0,100,100.0,16999.0,okay
BRETTA,116.M,0.0,100,100.0,16999.0,okay
MARINA,990.08,0.0,100,100.0,16999.0,okay
ZIA,127.S.,0.0,100,100.0,16999.0,okay
RUBY,549.2XL.,0.0,100,100.0,16999.0,okay
ZIA,127.M.,0.0,100,100.0,16999.0,okay
ZIA,127.L.,0.0,100,100.0,16999.0,okay
ZIA,127.XS.,0.0,100,100.0,16999.0,okay
RUBY,549.XL.,0.0,100,100.0,16999.0,okay
RUBY,920.XL.,0.0,100,100.0,16999.0,okay
ZIA,127.2XS.,0.0,100,100.0,16999.0,okay
JOLIE,990.14.,12.0,200,188.0,16918.12,making_progress
JOLIE,990.02.,12.0,200,188.0,16918.12,making_progress
JOLIE,932.08.,12.0,200,188.0,16918.12,making_progress
HERA BI-FOLD CARDHOLDER,990.NS,55.0,300,245.0,16905.0,doing_good
LOKA,990.2XL,1.0,100,99.0,16829.010000000002,okay
BRETTA,414.L,1.0,100,99.0,16829.010000000002,okay
BRETTA,116.2XS,1.0,100,99.0,16829.010000000002,okay
ELLIANA,990.06,1.0,100,99.0,16829.010000000002,okay
MARINA,990.12,1.0,100,99.0,16829.010000000002,okay
MARINA,990.06,1.0,100,99.0,16829.010000000002,okay
LACE,555.S.,1.0,100,99.0,16829.010000000002,okay
LOKA,990.XS,1.0,100,99.0,16829.010000000002,okay
MARINA,990.10,1.0,100,99.0,16829.010000000002,okay
RUBY,549.XS.,1.0,100,99.0,16829.010000000002,okay
BRETTA,116.XS,1.0,100,99.0,16829.010000000002,okay
LACE,555.2XS.,1.0,100,99.0,16829.010000000002,okay
RUBY,920.2XL.,1.0,100,99.0,16829.010000000002,okay
BRETTA,414.M,1.0,100,99.0,16829.010000000002,okay
JOLIE,932.06.,13.0,200,187.0,16828.129999999997,making_progress
ALEYNA,932.12.,13.0,200,187.0,16828.129999999997,making_progress
ABERDEEN WALLET,113.NS,57.0,300,243.0,16767.0,doing_good
JOLIE,932.02.,14.0,200,186.0,16738.14,making_progress
ELSSIE,100.12.,14.0,200,186.0,16738.14,making_progress
JOLIE,932.10.,14.0,200,186.0,16738.14,making_progress
JOLIE,932.04.,14.0,200,186.0,16738.14,making_progress
INDIRA,990XS,8.0,200,192.0,16704.0,making_progress
FARRYN,620.XL,8.0,200,192.0,16704.0,making_progress
ARLYN,990.S,8.0,200,192.0,16704.0,making_progress
CHIARA,990.M,8.0,200,192.0,16704.0,making_progress
BOSTON NYLON SLING BAG,316.NS.,0.0,100,100.0,16700.0,okay
BOSTON NYLON SLING BAG,470.NS.,0.0,100,100.0,16700.0,okay
BOSTON NYLON SLING BAG,940.NS.,0.0,100,100.0,16700.0,okay
ELLIANA,990.14,2.0,100,98.0,16659.02,okay
RUBY,549.3XS.,2.0,100,98.0,16659.02,okay
BRETTA,116.L,2.0,100,98.0,16659.02,okay
LOKA,990.2XS,2.0,100,98.0,16659.02,okay
ELLIANA,990.00,2.0,100,98.0,16659.02,okay
ELLIANA,990.04,2.0,100,98.0,16659.02,okay
ELIZIE,555.L.,2.0,100,98.0,16659.02,okay
ALEYNA,990.12.,15.0,200,185.0,16648.149999999998,making_progress
ALEYNA,990.02.,15.0,200,185.0,16648.149999999998,making_progress
ABERDEEN WALLET,870.NS,59.0,300,241.0,16629.0,doing_good
CHIARA,735.M,9.0,200,191.0,16617.0,making_progress
FARRYN,857.S.,9.0,200,191.0,16617.0,making_progress
LIAM,990.XL,9.0,200,191.0,16617.0,making_progress
FARRYN,620.M,9.0,200,191.0,16617.0,making_progress
FARRYN,620.S,9.0,200,191.0,16617.0,making_progress
ROSA CROSSBODY BAG,990.NS.,2.0,100,98.0,16562.0,okay
ALEYNA,990.08.,16.0,200,184.0,16558.16,making_progress
ARLETH CARDHOLDER,100.NS.,85.0,300,215.0,16555.0,doing_good
FARRYN,870.M.,10.0,200,190.0,16530.0,making_progress
FARRYN,870.S.,10.0,200,190.0,16530.0,making_progress
CHIARA,735.L,10.0,200,190.0,16530.0,making_progress
VAYDA,990.S,10.0,200,190.0,16530.0,making_progress
FARRYN,549.L.,10.0,200,190.0,16530.0,making_progress
FARRYN,857.M.,10.0,200,190.0,16530.0,making_progress
JOSEF,870.XL.,10.0,200,190.0,16530.0,making_progress
JOSEF,870.S.,10.0,200,190.0,16530.0,making_progress
MOLLIE,870.XL.,10.0,200,190.0,16530.0,making_progress
MOLLIE,870.L.,10.0,200,190.0,16530.0,making_progress
JOSEF,870.L.,10.0,200,190.0,16530.0,making_progress
JOSEF,730.S,10.0,200,190.0,16530.0,making_progress
FARRYN,990S,10.0,200,190.0,16530.0,making_progress
ABERDEEN WALLET,320.NS,61.0,300,239.0,16491.0,doing_good
RUBY,549.2XS.,3.0,100,97.0,16489.030000000002,okay
LOKA,990.3XS,3.0,100,97.0,16489.030000000002,okay
ZANE,460.3XL,3.0,100,97.0,16489.030000000002,okay
BRETTA,116.3XS,3.0,100,97.0,16489.030000000002,okay
ZANE,460.XS,3.0,100,97.0,16489.030000000002,okay
RUBY,920.2XS.,3.0,100,97.0,16489.030000000002,okay
ELLIANA,990.12,3.0,100,97.0,16489.030000000002,okay
ALEYNA,932.04.,17.0,200,183.0,16468.17,making_progress
ALEYNA,990.04.,17.0,200,183.0,16468.17,making_progress
ALEYNA,932.06.,17.0,200,183.0,16468.17,making_progress
ELSSIE,100.00.,17.0,200,183.0,16468.17,making_progress
DAPHNE CARDHOLDER,622.NS,58.0,300,242.0,16456.0,doing_good
JUDEE LARGE WALLET,632.NS,65.0,300,235.0,16447.649999999998,doing_good
YANNA,730.42,11.0,200,189.0,16443.0,making_progress
MOLLIE,870.S.,11.0,200,189.0,16443.0,making_progress
FARRYN,549.S.,11.0,200,189.0,16443.0,making_progress
JOSEF,730.M,11.0,200,189.0,16443.0,making_progress
MOLLIE,870.M.,11.0,200,189.0,16443.0,making_progress
JOSEF,870.M.,11.0,200,189.0,16443.0,making_progress
ALEYNA,990.10.,18.0,200,182.0,16378.179999999998,making_progress
ALEYNA,932.02.,18.0,200,182.0,16378.179999999998,making_progress
ELSSIE,100.04.,18.0,200,182.0,16378.179999999998,making_progress
JOLIE,990.12.,18.0,200,182.0,16378.179999999998,making_progress
ELSSIE,100.02.,18.0,200,182.0,16378.179999999998,making_progress
CHIARA,990.L,12.0,200,188.0,16356.0,making_progress
FARRYN,870.L.,12.0,200,188.0,16356.0,making_progress
PRIMA,990.L,12.0,200,188.0,16356.0,making_progress
JOLIE,990.04.,19.0,200,181.0,16288.189999999999,making_progress
JOLIE,990.06.,19.0,200,181.0,16288.189999999999,making_progress
ALEYNA,932.10.,19.0,200,181.0,16288.189999999999,making_progress
YANNA,953.42,13.0,200,187.0,16269.0,making_progress
YANNA,953.28,13.0,200,187.0,16269.0,making_progress
YANNA,953.40,13.0,200,187.0,16269.0,making_progress
CIANA LARGE WALLET / CROSSBODY,990NS,64.0,300,236.0,16255.679999999998,doing_good
AMADEO CROSSBODY,990.NS,4.0,100,96.0,16224.0,okay
ELSSIE,100.06.,20.0,200,180.0,16198.199999999999,making_progress
ELSSIE,100.10.,20.0,200,180.0,16198.199999999999,making_progress
ALEYNA,932.08.,20.0,200,180.0,16198.199999999999,making_progress
JOLIE,990.08.,20.0,200,180.0,16198.199999999999,making_progress
DAPHNE CARDHOLDER,112.NS,62.0,300,238.0,16184.0,doing_good
JOSEF,730.L,14.0,200,186.0,16182.0,making_progress
KATHI,990.M,14.0,200,186.0,16182.0,making_progress
JOLIE,990.10.,21.0,200,179.0,16108.21,making_progress
ELSSIE,100.08.,21.0,200,179.0,16108.21,making_progress
JUDEE LARGE WALLET,990.NS,70.0,300,230.0,16097.699999999999,doing_good
KATHI,990.XL,15.0,200,185.0,16095.0,making_progress
MELYA,990.S,15.0,200,185.0,16095.0,making_progress
VAYDA,990.L,15.0,200,185.0,16095.0,making_progress
